2010-10-13	14.86
2010-10-14	16.35
2010-10-15	17.99
2010-10-18	19.79
2010-10-19	20.61
2010-10-20	21.86
2010-10-21	20.85
2010-10-22	20.32
2010-10-25	21.57
2010-10-26	20.91
2010-10-27	20.3
2010-10-28	21.1
2010-10-29	20.12
2010-11-01	20.47
2010-11-02	20.79
2010-11-03	22.12
2010-11-04	22.14
2010-11-05	22.94
2010-11-08	23.43
2010-11-09	22.81
2010-11-10	22.76
2010-11-11	22.7
2010-11-12	20.43
2010-11-15	19.74
2010-11-16	18.96
2010-11-17	17.88
2010-11-18	18.18
2010-11-19	18.18
2010-11-22	17.62
2010-11-23	17.59
2010-11-24	18.21
2010-11-25	18.2
2010-11-26	17.67
2010-11-29	16.89
2010-11-30	16.23
2010-12-01	16.18
2010-12-02	16.23
2010-12-03	16.36
2010-12-06	17.82
2010-12-07	17.87
2010-12-08	17.35
2010-12-09	16.82
2010-12-10	17.06
2010-12-13	17.82
2010-12-14	17.66
2010-12-15	17.87
2010-12-16	17.48
2010-12-17	17.4
2010-12-20	16.74
2010-12-21	17.33
2010-12-22	16.78
2010-12-23	16.76
2010-12-24	16.65
2010-12-27	16.41
2010-12-28	15.64
2010-12-29	15.81
2010-12-30	15.77
2010-12-31	16.2
2011-01-04	16.51
2011-01-05	16.19
2011-01-06	16.01
2011-01-07	16.31
2011-01-10	15.7
2011-01-11	15.72
2011-01-12	15.7
2011-01-13	14.59
2011-01-14	14.06
2011-01-17	13.16
2011-01-18	13.19
2011-01-19	13.48
2011-01-20	12.63
2011-01-21	12.93
2011-01-24	13.01
2011-01-25	13.33
2011-01-26	13.44
2011-01-27	13.73
2011-01-28	13.6
2011-01-31	13.57
2011-02-01	13.57
2011-02-09	13.2
2011-02-10	13.63
2011-02-11	13.66
2011-02-14	15.03
2011-02-15	16.53
2011-02-16	16.89
2011-02-17	16.67
2011-02-18	17.1
2011-02-21	17.6
2011-02-22	16.45
2011-02-23	16.74
2011-02-24	17.94
2011-02-25	17.77
2011-02-28	18.09
2011-03-01	17.47
2011-03-02	16.81
2011-03-03	16.59
2011-03-04	17.34
2011-03-08	17.48
2011-03-09	17.6
2011-03-10	16.93
2011-03-11	17.31
2011-03-14	17.16
2011-03-15	17.11
2011-03-16	17.38
2011-03-17	16.59
2011-03-18	16.69
2011-03-21	16.52
2011-03-22	16.76
2011-03-23	17.39
2011-03-24	17.26
2011-03-25	17.7
2011-03-28	17.94
2011-03-29	17.67
2011-03-30	17.26
2011-03-31	16.8
2011-04-01	17.27
2011-04-06	19
2011-04-07	18.95
2011-04-08	19.1
2011-04-11	18.83
2011-04-12	18.43
2011-04-13	19.58
2011-04-14	19.08
2011-04-15	19.44
2011-04-18	19.52
2011-04-19	18.42
2011-04-20	18.43
2011-04-21	19.15
2011-04-22	18.82
2011-04-26	17.83
2011-04-27	17.84
2011-04-28	17.67
2011-04-29	17.8
2011-05-03	17.94
2011-05-04	17.02
2011-05-05	16.99
2011-05-06	16.82
2011-05-09	16.82
2011-05-10	17.15
2011-05-11	16.93
2011-05-12	16.5
2011-05-13	17
2011-05-16	16.75
2011-05-17	17.08
2011-05-18	17.26
2011-05-19	17.08
2011-05-20	17.17
2011-05-23	15.89
2011-05-24	15.49
2011-05-25	15.17
2011-05-26	15.38
2011-05-27	15.26
2011-05-30	15.27
2011-05-31	15.74
2011-06-01	15.79
2011-06-02	15.39
2011-06-03	15.54
2011-06-07	15.62
2011-06-08	15.56
2011-06-09	15.1
2011-06-10	15.24
2011-06-13	14.48
2011-06-14	14.9
2011-06-15	14.63
2011-06-16	14.53
2011-06-17	14.58
2011-06-20	14.84
2011-06-21	15.2
2011-06-22	14.94
2011-06-23	15.34
2011-06-24	16.87
2011-06-27	17.02
2011-06-28	16.93
2011-06-29	16.79
2011-06-30	17.23
2011-07-01	17
2011-07-04	17.36
2011-07-05	17.28
2011-07-06	17.15
2011-07-07	16.93
2011-07-08	17.02
2011-07-11	17.07
2011-07-12	16.51
2011-07-13	16.91
2011-07-14	16.99
2011-07-15	17.37
2011-07-18	17.24
2011-07-19	16.89
2011-07-20	16.98
2011-07-21	16.94
2011-07-22	17.2
2011-07-25	15.91
2011-07-26	15.94
2011-07-27	15.98
2011-07-28	15.67
2011-07-29	16.12
2011-08-01	16.1
2011-08-02	15.99
2011-08-03	16.07
2011-08-04	16.07
2011-08-05	15.5
2011-08-08	14.38
2011-08-09	14.43
2011-08-10	14.55
2011-08-11	15
2011-08-12	14.91
2011-08-15	15.37
2011-08-16	15.2
2011-08-17	15.39
2011-08-18	15.03
2011-08-19	14.72
2011-08-22	14.69
2011-08-23	15.33
2011-08-24	15.17
2011-08-25	16.19
2011-08-26	16.07
2011-08-29	15.45
2011-08-30	15.26
2011-08-31	15.27
2011-09-01	15.12
2011-09-02	14.87
2011-09-05	14.41
2011-09-06	14.45
2011-09-07	14.83
2011-09-08	14.69
2011-09-09	14.82
2011-09-13	14.59
2011-09-14	14.83
2011-09-15	15
2011-09-16	14.87
2011-09-19	14.4
2011-09-21	15.27
2011-09-22	14.61
2011-09-23	14.73
2011-09-26	14.51
2011-09-27	14.78
2011-09-28	14.51
2011-09-29	14.38
2011-09-30	13.39
2011-10-10	12.65
2011-10-11	12.68
2011-10-12	13.38
2011-10-13	13.15
2011-10-14	12.97
2011-10-17	12.78
2011-10-18	12.15
2011-10-19	12.17
2011-10-20	11.87
2011-10-21	11.8
2011-10-24	12.22
2011-10-25	12.34
2011-10-26	12.29
2011-10-27	12.49
2011-10-28	12.65
2011-10-31	12.5
2011-11-01	12.62
2011-11-02	12.78
2011-11-03	12.68
2011-11-04	12.76
2011-11-07	12.49
2011-11-08	12.35
2011-11-09	12.52
2011-11-10	12.21
2011-11-11	12.21
2011-11-14	12.51
2011-11-15	12.21
2011-11-16	11.76
2011-11-17	11.64
2011-11-18	11.62
2011-11-21	11.79
2011-11-22	11.69
2011-11-23	11.37
2011-11-24	11.22
2011-11-25	11.1
2011-11-28	11.2
2011-11-29	11.29
2011-11-30	10.46
2011-12-01	10.71
2011-12-02	10.5
2011-12-05	10.13
2011-12-06	10.14
2011-12-07	10.02
2011-12-08	9.78
2011-12-09	9.4
2011-12-12	9.2
2011-12-13	9.2
2011-12-14	8.91
2011-12-16	8.86
2011-12-19	8.65
2011-12-20	8.6
2011-12-21	8.25
2011-12-22	8.07
2011-12-23	8.13
2011-12-26	7.96
2011-12-27	8.45
2011-12-28	9.3
2011-12-29	9.22
2011-12-30	9.3
2012-01-04	9.14
2012-01-05	8.87
2012-01-06	9.64
2012-01-09	10.14
2012-01-10	10.22
2012-01-11	10.41
2012-01-12	10.21
2012-01-13	10.05
2012-01-16	9.72
2012-01-17	10.53
2012-01-18	10.57
2012-01-19	10.82
2012-01-20	10.76
2012-01-30	10.63
2012-01-31	10.93
2012-02-01	10.43
2012-02-02	10.75
2012-02-03	10.66
2012-02-06	10.58
2012-02-07	10.02
2012-02-08	10.42
2012-02-09	10.3
2012-02-10	10.7
2012-02-13	10.79
2012-02-14	10.76
2012-02-15	11.09
2012-02-16	11.11
2012-02-17	11.05
2012-02-20	10.94
2012-02-21	11
2012-02-22	11.44
2012-02-23	11.36
2012-02-24	11.55
2012-02-27	11.6
2012-02-28	11.59
2012-02-29	11.28
2012-03-01	11.19
2012-03-02	11.55
2012-03-05	11.43
2012-03-06	11.2
2012-03-07	11.09
2012-03-08	11.65
2012-03-09	11.78
2012-03-12	11.92
2012-03-13	12.03
2012-03-14	11.4
2012-03-15	11.23
2012-03-16	11.5
2012-03-19	11.64
2012-03-20	11.16
2012-03-21	11.03
2012-03-22	10.95
2012-03-23	10.73
2012-03-26	10.77
2012-03-27	10.74
2012-03-28	10
2012-03-29	9.52
2012-03-30	9.58
2012-04-05	10.11
2012-04-06	10.14
2012-04-09	10
2012-04-10	10.26
2012-04-11	10.34
2012-04-12	10.77
2012-04-13	10.93
2012-04-16	11.18
2012-04-17	10.76
2012-04-18	11.48
2012-04-19	11.4
2012-04-20	12.44
2012-04-23	12.19
2012-04-24	12.11
2012-04-25	12.18
2012-04-26	12.4
2012-04-27	12.07
2012-05-02	12.27
2012-05-03	12.51
2012-05-04	12.34
2012-05-07	12.07
2012-05-08	12.06
2012-05-09	11.85
2012-05-10	11.94
2012-05-11	11.65
2012-05-14	11.74
2012-05-15	11.87
2012-05-16	11.6
2012-05-17	12.2
2012-05-21	11.79
2012-05-22	12.11
2012-05-23	12.33
2012-05-24	12.08
2012-05-25	11.74
2012-05-28	11.61
2012-05-29	12.05
2012-05-30	12.05
2012-05-31	11.88
2012-06-01	12.05
2012-06-04	11.44
2012-06-05	11.08
2012-06-06	11.13
2012-06-07	10.96
2012-06-08	11.04
2012-06-11	11.26
2012-06-12	11.07
2012-06-13	11.38
2012-06-14	11.29
2012-06-15	11.39
2012-06-18	11.44
2012-06-19	11
2012-06-20	10.79
2012-06-21	10.41
2012-06-25	10.32
2012-06-26	10.37
2012-06-27	10.19
2012-06-28	10.17
2012-06-29	10.48
2012-07-02	10.64
2012-07-03	10.41
2012-07-04	10.26
2012-07-05	9.91
2012-07-06	10.19
2012-07-09	9.81
2012-07-10	9.8
2012-07-11	9.88
2012-07-12	10.01
2012-07-13	9.9
2012-07-16	9.73
2012-07-17	10.07
2012-07-18	10.41
2012-07-19	10.46
2012-07-20	10.28
2012-07-23	10.21
2012-07-24	10.37
2012-07-25	10.17
2012-07-26	10.07
2012-07-27	9.97
2012-07-30	9.84
2012-07-31	9.85
2012-08-01	10.04
2012-08-02	9.82
2012-08-03	10.07
2012-08-06	10.28
2012-08-07	10.18
2012-08-08	10.22
2012-08-09	10.21
2012-08-10	9.98
2012-08-13	9.35
2012-08-14	9.25
2012-08-15	9.11
2012-08-21	9.36
2012-08-22	9.27
2012-08-23	9.28
2012-08-24	9.13
2012-08-27	8.61
2012-08-28	8.77
2012-08-29	8.64
2012-08-30	8.8
2012-08-31	8.72
2012-09-03	8.82
2012-09-04	8.57
2012-09-05	8.61
2012-09-06	8.67
